"label","x1","x2","x3","x4","x5","x6"
"c1",35.5327668612618,54.3123648965478,28.8328026489745,107.476030524697,17.068144902337,50.2967040049138
"c1",49.2502954134357,56.1221947782957,16.8901402112924,89.1268211731581,19.7840546776961,46.5976905049392
"c1",65.4270132787012,55.020954329237,36.4241462363612,97.0394229563389,15.8138226019766,49.5451074457269
"c1",29.149357536522,51.6407285702859,34.2234209707752,82.4432484453222,20.7039900131956,49.8782932094049
"c1",48.0931276556226,58.8630402309233,18.2911592756148,81.1856723884752,17.8967919045291,47.3518734911976
"c1",41.4407142494407,57.3571487339683,49.0866307661956,92.465127971557,10.0337370929718,49.0176378696576
"c1",75.0801839089381,60.3142928751965,62.7415994618502,84.3469706406031,0.986780569572959,47.5380534491661
"c1",42.8836881533927,51.9292565511858,31.9953666678889,80.4104143765834,15.8939582098699,46.8096582619407
"c1",35.0835033278522,48.9102036408569,43.6478985992959,97.7416937156744,33.9940804214501,47.4383024958483
"c1",50.0008618170897,57.6035725286357,38.1882037985184,84.3553089052661,9.92091173832357,48.8740399844388
"c1",38.8225556805436,63.6016743998665,1.05167672901619,98.7476404757602,0.167010789597066,47.367108951463
"c1",45.4901239786521,60.556226262385,51.3158853731485,86.5806602090494,13.4521071806262,49.2909266272347
"c1",48.0068992795716,60.4989467529698,16.8097578888163,93.3233440152768,25.6886487060697,48.0726538937301
"c1",41.4418415916031,50.520203338807,46.1843242743995,74.0434248119708,5.32326867208224,48.3867347805832
"c1",65.4854665793172,55.8824515004072,28.7731127282871,99.87076354711,15.4340834976971,49.1445336884313
"c1",63.1965553018973,58.5333060254499,1.91079344524632,79.2575758821112,18.5930836495699,48.1035502830144
"c1",78.0249209129118,62.4615500308397,36.694979274521,77.8157170863498,24.2812913042693,48.1221990311112
"c1",49.9702314592775,55.487344630105,44.6971749537386,83.9567028498232,14.6224155618554,48.5182922061072
"c1",69.1108322796183,53.6133161842607,61.8136870198478,98.8210618316258,14.7423929503072,45.3425910453004
"c1",46.7816888381862,53.7469519120529,27.9168994235924,79.9653703767678,20.922454990119,48.7873355047987
"c1",45.4828206597753,51.6680332744317,1.97988746277311,80.8521571315529,28.7089980604544,49.2029744901397
"c1",37.6810399028702,63.8741840590133,-9.49644958535051,75.2766297639008,7.3334311517253,50.0834342473081
"c1",41.1731310957283,58.9991934159194,49.3512400558253,82.1489475794269,12.2365151169864,46.5857702389974
"c1",62.1516327637833,53.482673519701,61.2812177587048,87.5209625725643,24.7703152197336,48.9677386927699
"c1",50.7160988548942,58.8161650237504,0.757834202335729,91.0672419577304,15.8512990932835,47.7608683487192
"c1",67.6568356343279,61.1641765318559,-2.37644391697391,87.9024797445854,13.5455671832011,46.609839553358
"c1",32.0570709302879,59.0468348517983,38.847723843978,95.916239448788,17.5191563278186,47.4290243939142
"c1",43.5954310407784,58.0901219788166,49.449537985988,85.6083340694984,7.99898411057224,48.537435666805
"c1",24.4229377132241,52.1960685472147,91.5364581692624,78.9068889690076,9.10109470124342,48.3695707575414
"c1",24.7038515262645,49.1698048640425,17.4396004803217,78.2005781086247,-5.37116622704503,46.5938352302272
"c1",54.347293226909,57.1908458299831,35.048855913586,84.2015064665163,15.9771724813493,47.1700087058838
"c1",38.0166585387532,59.3183286461146,71.1172017081645,78.3372826351501,-0.0363446497581972,49.6506762015707
"c1",27.7059622366296,56.8912162104151,25.0841196610461,98.0137990941693,4.08105651433131,47.5187192447604
"c1",43.8996659404143,55.6746456272256,30.8216567697746,91.8820154522985,-8.03581685927038,48.0843970543834
"c1",54.9712568414351,59.6375501908333,52.5846928895624,72.2098640676842,15.4721512024297,48.0313976893827
"c1",41.2337560270365,58.6551665163932,20.3439110723717,88.2016397920721,28.1371216167596,47.124509872949
"c1",62.4813052162219,54.2351796394661,19.2862079441778,91.3777677003692,23.60892252401,49.5992373508887
"c1",50.8353230947036,51.119700483106,-30.980620406883,85.0472776344064,2.31654991776615,48.9821613995339
"c1",50.0092430478161,59.4536175210189,53.2146757512025,84.6753272782373,27.5959852667823,49.134007804291
"c1",49.6261098414488,53.6380267578272,25.0002253442252,94.6277156331764,28.6682638474555,48.5282887774655
"c1",39.110386536933,58.8048159824808,-14.4563564997812,84.3228481640647,26.112676082941,49.4779199063529
"c1",64.7540239257837,60.0093593054439,11.0156594632647,82.6661702949623,12.5634924283502,49.3397835217407
"c1",57.1320059357276,58.9868272672075,41.2034302530472,100.170781477877,21.973294078851,48.4277911197546
"c1",40.975119019635,54.8871716212665,-16.7910839766472,91.7506216539104,16.1893420025653,46.311532417252
"c1",55.5975398822273,59.3385995714762,29.2862425816601,97.6480009027309,19.9050180024779,48.5144974195231
"c1",36.490100782869,55.4174148002345,3.44598360306494,81.6947414110774,28.3488100948738,49.1939282681933
"c1",77.5225523775225,57.5116108543432,32.6278815671548,106.229848993614,11.6618601901798,48.6246570349009
"c1",47.0161309763209,54.9307021727313,8.45089886074893,88.8752857105101,23.5794213242001,46.1036660448378
"c1",46.9704439020171,53.6299621129497,74.5971539931065,75.6989732583854,21.6964163905495,50.5042908653263
"c1",46.1809317881691,57.1355537439602,8.69249695873454,89.5230291274631,22.8415291534726,49.3488098609672
"c1",37.5366704438129,57.1809349103884,44.627330808239,67.9840699873519,16.0882391907603,46.7802553342357
"c1",64.9199435774016,55.4842747089614,-3.63739757115648,86.4814834599722,7.87338711165406,48.163005147782
"c1",49.2784704524486,60.0696172236406,25.1878185499476,92.642549809779,5.72210507731432,47.5204442607009
"c1",43.1913328503674,57.5793370399002,11.6233217253887,85.5681779926088,-2.85679625298125,48.0180838682427
"c1",63.4196577946837,55.4558790832829,22.455085456928,91.2151411164069,15.9002075041617,49.6127310418667
"c1",31.3113451042277,58.4427169825997,49.3793682753525,77.1504407011956,18.72371356147,47.4476648315514
"c1",57.4699377452842,53.1426410495226,-6.82225091362859,81.9494140948971,15.1469608250929,49.654441954522
"c1",64.2928687666261,59.4308120202622,3.36881333014766,95.433267306383,15.8346166007044,45.6527536658405
"c1",66.8771734529089,58.1331217853814,0.204985199565087,79.2751812358968,7.09367823670328,49.1454473010649
